AIRPORT_ID,AIRPORT,Reported_Strikes,Damage_Records,No_Damage_Records,Damage_Rate_Pct,Damage_Rate_CI95_Lower,Damage_Rate_CI95_Upper
E27,ELK GROVE ARPT,1,1,0,100.0,20.654329147389294,100.0
KRWL,RAWLINS MUNICIPAL ARPT/HARVEY FIELD,1,0,1,0.0,0.0,79.34567085261071
KRWN,ARENS FIELD ARPT,1,1,0,100.0,20.654329147389294,100.0
CYSG,ST- GEORGES AERODOME,1,0,1,0.0,0.0,79.34567085261071
CYYR,GOOSE BAY,1,0,1,0.0,0.0,79.34567085261071
CYYT,ST. JOHNS INTL,1,0,1,0.0,0.0,79.34567085261071
CZBB,BOUNDARY BAY,1,0,1,0.0,0.0,79.34567085261071
D09,BOTTINEAU MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
D56,MAYVILLE MUNCIPAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
D60,TIOGA MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
D80,OLCOTT-NEWFANE ARPT,1,1,0,100.0,20.654329147389294,100.0
FEFB,POSTE ARPT,1,1,0,100.0,20.654329147389294,100.0
KSHN,SANDERSON FIELD AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KSIF,ROCKINGHAM COUNTY NC SHILOH ARPT,1,1,0,100.0,20.654329147389294,100.0
9N1,VANSANT,1,1,0,100.0,20.654329147389294,100.0
9NC1,STANLY MEMORIAL HOSPITAL HELIPORT,1,1,0,100.0,20.654329147389294,100.0
9TA7,UNIVERSITY OF TEXAS MEDICAL BRANCH EMERGENCY ROOM HELIPORT,1,0,1,0.0,0.0,79.34567085261071
9V9,CHAMBERLAIN MUNICIPAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
9WI8,FLETCHER ARPT,1,1,0,100.0,20.654329147389294,100.0
F46,RALPH M HALL/ROCKWALL MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
F62,HAYFORK ARPT,1,1,0,100.0,20.654329147389294,100.0
F87,UNION PARISH ARPT,1,1,0,100.0,20.654329147389294,100.0
F99,HOLDENVILLE MUNI ARPT,1,1,0,100.0,20.654329147389294,100.0
FA1,TAVARES SEAPLANE BASE,1,0,1,0.0,0.0,79.34567085261071
FA38,WOODS AND LAKES AIRPARK,1,1,0,100.0,20.654329147389294,100.0
FA61,SHANDS JACKSONVILLE HOSPITAL HELIPORT,1,0,1,0.0,0.0,79.34567085261071
FA81,TAVERNAERO PARK,1,1,0,100.0,20.654329147389294,100.0
K33,SALEM MEMORIAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
K38,WASHINGTON COUNTY MEMORIAL,1,0,1,0.0,0.0,79.34567085261071
K68,GARNETT MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
K81,MIAMI COUNTY ARPT,1,1,0,100.0,20.654329147389294,100.0
KAAA,LOGAN COUNTY ARPT (IL),1,0,1,0.0,0.0,79.34567085261071
KPEO,PENN YAN ARPT,1,1,0,100.0,20.654329147389294,100.0
KPHP,PHILIP ARPT,1,1,0,100.0,20.654329147389294,100.0
KPHT,HENRY COUNTY AIRPORT,1,0,1,0.0,0.0,79.34567085261071
CYHU,SAINT HUBERT,1,0,1,0.0,0.0,79.34567085261071
CYJT,STEPHENVILLE,1,0,1,0.0,0.0,79.34567085261071
CYKZ,TORONTO/BUTTONVILLE MUNICIPAL,1,0,1,0.0,0.0,79.34567085261071
CYQR,REGINA INTL,1,1,0,100.0,20.654329147389294,100.0
IA66,NASH FIELD INDIANOLA (PVT),1,1,0,100.0,20.654329147389294,100.0
IA82,MERCY HOSPITAL MED CENTER PVT HELI,1,0,1,0.0,0.0,79.34567085261071
JY17,WOODCREST FARMS AIRSTRIP,1,1,0,100.0,20.654329147389294,100.0
K24,RUSSELL COUNTY AIRPORT,1,0,1,0.0,0.0,79.34567085261071
I62,BROOKVILLE AIR-PARK,1,1,0,100.0,20.654329147389294,100.0
I64,WAKEMAN ARPT,1,0,1,0.0,0.0,79.34567085261071
I74,GRIMES FIELD AIRPORT,1,0,1,0.0,0.0,79.34567085261071
I95,HARDIN COUNTY,1,1,0,100.0,20.654329147389294,100.0
IA24,GREEN CASTLE ARPT,1,1,0,100.0,20.654329147389294,100.0
C66,MONMOUTH MUNICIPAL,1,1,0,100.0,20.654329147389294,100.0
C81,CAMPBELL ARPT,1,1,0,100.0,20.654329147389294,100.0
C83,BRYON ARPT,1,0,1,0.0,0.0,79.34567085261071
KOXD,MIAMI UNIVERSITY ARPT,1,1,0,100.0,20.654329147389294,100.0
KOYM,ST MARYS MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
HI01,PRINCEVILLE ARPT,1,0,1,0.0,0.0,79.34567085261071
HKHO,HOLA ARPT,1,0,1,0.0,0.0,79.34567085261071
HRYR,KIGALI INTL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
I39,MADISON ARPT,1,1,0,100.0,20.654329147389294,100.0
I41,ROBERT NEWLON FIELD,1,1,0,100.0,20.654329147389294,100.0
I42,PAOLI MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
C47,PORTAGE MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
C62,KENDALLVILLE MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
C65,PLYMOUTH MUNICIPAL (IN),1,1,0,100.0,20.654329147389294,100.0
KAGO,MAGNOLIA MUNICIPAL,1,0,1,0.0,0.0,79.34567085261071
KORB,ORR REGIONAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KORG,ORANGE COUNTY ARPT (TX),1,0,1,0.0,0.0,79.34567085261071
KOSA,MOUNT PLEASANT REGIONAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KOTG,WORTHINGTON MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
9Z4,INNER HARBOR (SPB),1,0,1,0.0,0.0,79.34567085261071
A08,VAIDEN FIELD AIRPORT,1,1,0,100.0,20.654329147389294,100.0
AR09,GRAVETTE FIELD ARPT,1,1,0,100.0,20.654329147389294,100.0
AR62,ARKANSAS CHILDREN'S HOSPITAL HELIPORT,1,0,1,0.0,0.0,79.34567085261071
B06,BASIN HARBOR AIRPORT,1,0,1,0.0,0.0,79.34567085261071
BKPR,PRISHTINA INTERNATIONAL ARPT,1,0,1,0.0,0.0,79.34567085261071
C20,ANDREWS UNIV AIRPARK,1,0,1,0.0,0.0,79.34567085261071
C43,HIRAM CURE ARPT,1,1,0,100.0,20.654329147389294,100.0
KOMK,OMAK ARPT,1,0,1,0.0,0.0,79.34567085261071
KONA,WINONA MUNI ARPT-MAX CONRAD FIELD,1,1,0,100.0,20.654329147389294,100.0
KONL,THE O'NEILL MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KACJ,JIMMY CARTER REGIONAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KACQ,WASECA MUNICIPAL AIRPORT/MAYNARD RICHARD STENSRUD FIELD,1,0,1,0.0,0.0,79.34567085261071
KADC,WADENA MUNICIPAL,1,1,0,100.0,20.654329147389294,100.0
KADH,ADA MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
87MO,RICHTERS ARPT,1,1,0,100.0,20.654329147389294,100.0
KOIC,LT WARREN EATON ARPT,1,1,0,100.0,20.654329147389294,100.0
KOJA,WEATHERFORD STAFFORD AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KOKB,OCEANSIDE  MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KOKH,WES LUPIEN,1,1,0,100.0,20.654329147389294,100.0
KOKK,KOKOMO MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KOLU,COLUMBUS MUNICIPAL ARPT (NE),1,1,0,100.0,20.654329147389294,100.0
KOLY,OLNEY-NOBLE ARPT,1,0,1,0.0,0.0,79.34567085261071
KOMH,ORANGE COUNTY ARPT (VA),1,1,0,100.0,20.654329147389294,100.0
KSOA,SONORA MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KSPH,SPRINGHILL ARPT,1,1,0,100.0,20.654329147389294,100.0
KSPX,HOUSTON GULF ARPT,1,0,1,0.0,0.0,79.34567085261071
KAMW,AMES MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KAPT,MARION COUNTY-BROWN FIELD,1,1,0,100.0,20.654329147389294,100.0
KAQO,LLANO MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KAQR,ATOKA MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KOEB,BRANCH COUNTY MEMORIAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
C91,DOWAGIAC MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
CA20,EAGLE'S NEST AIRPORT,1,1,0,100.0,20.654329147389294,100.0
CA51,THE SEA RANCH ARPT,1,1,0,100.0,20.654329147389294,100.0
CA52,PORT OCALL HELIPORT,1,0,1,0.0,0.0,79.34567085261071
KSKI,SAC CITY MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KSLH,CHEBOYGAN COUNTY ARPT,1,0,1,0.0,0.0,79.34567085261071
KSLR,SULPHUR SPRINGS MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KSMQ,SOMERSET AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KMYL,MC CALL MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KMZZ,MARION MUNICIPAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KNBC,BEAUFORT MARINE CORPS AIR STATION (MERRITT FIELD),1,0,1,0.0,0.0,79.34567085261071
KNFW,NAS JRB FORT WORTH,1,0,1,0.0,0.0,79.34567085261071
KNOW,PORT ANGELES COAST GUARD AIR STATION AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KNTU,OCEANA NAVAL AIR STATION,1,1,0,100.0,20.654329147389294,100.0
KNUC,SAN CLEMENTE ISLAND NALF,1,0,1,0.0,0.0,79.34567085261071
KNYG,QUANTICO MCAF/TURNER FIELD,1,0,1,0.0,0.0,79.34567085261071
9D2,HARDING COUNTY ARPT,1,1,0,100.0,20.654329147389294,100.0
9D9,HASTINGS AIRPORT,1,0,1,0.0,0.0,79.34567085261071
9G5,ROYALTON AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KASL,HARRISON COUNTY ARPT,1,0,1,0.0,0.0,79.34567085261071
KASN,TALLADEGA MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KATA,HALL-MILLER MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KAWM,WEST MEMPHIS MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KMWO,MIDDLETOWN REGIONAL ARPT/HOOK FLD,1,1,0,100.0,20.654329147389294,100.0
8TN7,SHORT CREEK ARPT,1,1,0,100.0,20.654329147389294,100.0
8U2,SCHAFER/USFS,1,1,0,100.0,20.654329147389294,100.0
90WA,WALDRONAIRE ARPT,1,0,1,0.0,0.0,79.34567085261071
98D,ONIDA MUNICIPAL,1,1,0,100.0,20.654329147389294,100.0
99Y,GREELEY MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
9A7,SOUTH EXPRESSWAY,1,1,0,100.0,20.654329147389294,100.0
9CA2,PIONEERS MEMORIAL HOSPITAL HELIPORT,1,0,1,0.0,0.0,79.34567085261071
9D1,GREGORY MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
88R,SPICEWOOD ARPT,1,1,0,100.0,20.654329147389294,100.0
8A3,LIVINGSTON MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
8A4,INDIANAPOLIS DOWNTOWN HELIPORT,1,0,1,0.0,0.0,79.34567085261071
8A6,WILGROVE AIR PARK,1,1,0,100.0,20.654329147389294,100.0
8D4,PAUL C. MILLER-SPARTA ARPT,1,1,0,100.0,20.654329147389294,100.0
8D7,CLARK COUNTY ARPT (SD),1,1,0,100.0,20.654329147389294,100.0
8F5,GREATER MORRIS COUNTY AIRPORT,1,1,0,100.0,20.654329147389294,100.0
8S1,POLSON ARPT,1,0,1,0.0,0.0,79.34567085261071
7W4,Lake Anna Airport,1,0,1,0.0,0.0,79.34567085261071
7WI3,ST VINCENT HOSPITAL HELIPORT,1,0,1,0.0,0.0,79.34567085261071
80D,CLARE COUNTY ARPT,1,0,1,0.0,0.0,79.34567085261071
81OK,TWIN LAKES RANCH ARPT,1,1,0,100.0,20.654329147389294,100.0
82J,FERGUSON ARPT,1,0,1,0.0,0.0,79.34567085261071
82OH,COMMUNITY HOSPITAL OF WILLIAM CO HELIPORT,1,1,0,100.0,20.654329147389294,100.0
82TX,ST JOSEPH HOSPITAL HELIPORT,1,0,1,0.0,0.0,79.34567085261071
82WN,MAGEE CREEK AERODROME,1,1,0,100.0,20.654329147389294,100.0
79KY,LUCAS FIELD AIRPORT,1,1,0,100.0,20.654329147389294,100.0
7AK4,JACK FISH LANDING AIRPORT,1,1,0,100.0,20.654329147389294,100.0
7D6,FREEDOM AIR FIELD,1,1,0,100.0,20.654329147389294,100.0
7LS1,PHI VENICE HELIPORT,1,0,1,0.0,0.0,79.34567085261071
7M4,OSCEOLA MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
7M6,PARIS MUNICIPAL,1,1,0,100.0,20.654329147389294,100.0
7MI3,THRALL LAKE ARPT,1,1,0,100.0,20.654329147389294,100.0
7V2,NORTH FORK VALLEY,1,1,0,100.0,20.654329147389294,100.0
KTCM,MCCORD FIELD ARPT,1,0,1,0.0,0.0,79.34567085261071
KTEL,PERRY COUNTY MUNICIPAL,1,1,0,100.0,20.654329147389294,100.0
KTGC,GIBSON COUNTY AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KTGI,TANGIER ISLAND ARPT,1,1,0,100.0,20.654329147389294,100.0
KTHV,YORK ARPT,1,0,1,0.0,0.0,79.34567085261071
77S,HOBBY FIELD ARPT,1,0,1,0.0,0.0,79.34567085261071
78NC,FUQUAY AIRPORT/ ANGIER FIELD,1,1,0,100.0,20.654329147389294,100.0
79J,SOUTH ALABAMA REGNL ARPT AT BILL BENTON FIELD,1,0,1,0.0,0.0,79.34567085261071
KOAR,MARINA MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KAIT,AITKIN MUNI ARPT-STEVE KURTZ FIELD,1,0,1,0.0,0.0,79.34567085261071
KAJR,HABERSHAM COUNTY AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KAKH,GASTONIA MUNICIPAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KSVN,HUNTER ARMY AIRFIELD,1,0,1,0.0,0.0,79.34567085261071
KSXK,SIOUX COUNTY REGIONAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KSZP,SANTA PAULA AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KSZY,ROBERT SIBLEY ARPT,1,1,0,100.0,20.654329147389294,100.0
KB10,BOWMAN FIELD ARPT,1,1,0,100.0,20.654329147389294,100.0
KBAD,BARKSDALE AIR FORCE BASE ARPT,1,1,0,100.0,20.654329147389294,100.0
KBBD,CURTIS FIELD AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KBBP,MARLBORO COUNTY JETPORT-H E AVENT FIELD,1,1,0,100.0,20.654329147389294,100.0
KBBW,BROKEN BOW MUNICIPAL/KEITH GLAZE FIELD,1,1,0,100.0,20.654329147389294,100.0
KBDE,BAUDETTE INTL ARPT,1,1,0,100.0,20.654329147389294,100.0
KARM,WHARTON REGIONAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KUDG,DARLINGTON COUNTY ARPT,1,0,1,0.0,0.0,79.34567085261071
KBKF,BUCKLEY ANGB ARPT,1,0,1,0.0,0.0,79.34567085261071
KBKT,ALLEN C PERKINSON AIRPORT/BLACKSTONE ARMY AIRFIELD,1,0,1,0.0,0.0,79.34567085261071
KMRC,MAURY COUNTY ARPT,1,1,0,100.0,20.654329147389294,100.0
KMRJ,IOWA COUNTY ARPT,1,1,0,100.0,20.654329147389294,100.0
KMUT,MUSCATINE MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KMVC,MONROE COUNTY ARPT,1,1,0,100.0,20.654329147389294,100.0
KAXQ,CLARION COUNTY AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KAZE,HAZLEHURST AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KTSP,TEHACHAPI MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KTVI,THOMASVILLE REGIONAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KTVR,VICKSBURG TALLULAH REGIONAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KTWM,RICHARD B HELGESON AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KUCP,NEW CASTLE MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KBGD,HUTCHINSON COUNTY AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KBGE,DECATUR COUNTY INDUSTRIAL AIR PARK,1,0,1,0.0,0.0,79.34567085261071
KBHC,BAXLEY MUNCIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
87I,YAZOO COUNTY ARPT,1,1,0,100.0,20.654329147389294,100.0
KTKC,TRACY MUNICIPAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KTLR,MEFFORD FIELD ARPT,1,0,1,0.0,0.0,79.34567085261071
KTOC,TOCCOA RG LETOURNEAU FIELD ARPT,1,0,1,0.0,0.0,79.34567085261071
KTPH,TONOPAH ARPT,1,0,1,0.0,0.0,79.34567085261071
KTQK,SCOTT CITY MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KTRX,TRENTON MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KTSO,CARROLL COUNTY-TOLSON AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KUNU,DODGE COUNTY AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KUUV,SULLIVAN REGIONAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KUXL,SOUTHLAND FIELD ARPT,1,0,1,0.0,0.0,79.34567085261071
KVAD,MOODY AIR FORCE BASE,1,0,1,0.0,0.0,79.34567085261071
KVBG,VANDENBERG AIR FORCE BASE,1,0,1,0.0,0.0,79.34567085261071
KVER,JESSE VIERTEL MEMORIAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KVJI,VIRGINIA HIGHLANDS ARPT,1,1,0,100.0,20.654329147389294,100.0
59XS,SCOTT & WHITE MEMORIAL HOSPITAL HELIPORT,1,0,1,0.0,0.0,79.34567085261071
6Y8,Welke Airport,1,0,1,0.0,0.0,79.34567085261071
70N,SPRING HILL ARPT,1,1,0,100.0,20.654329147389294,100.0
70S,MEAD FLYING SERVICE ARPT,1,1,0,100.0,20.654329147389294,100.0
72F,THROCKMORTON MUNICIPAL,1,0,1,0.0,0.0,79.34567085261071
72VA,INOVA FAIRFAX HOSPITAL HELIPORT,1,0,1,0.0,0.0,79.34567085261071
74S,ANACORTES,1,0,1,0.0,0.0,79.34567085261071
75MO,CHILDREN' S MERCY HOSPITAL HELIPORT,1,0,1,0.0,0.0,79.34567085261071
KUKT,QUAKERTOWN AIRPORT,1,0,1,0.0,0.0,79.34567085261071
6G5,BARNESVILLE-BRADFIELD ARPT,1,1,0,100.0,20.654329147389294,100.0
6J4,SALUDA COUNTY AIRPORT,1,1,0,100.0,20.654329147389294,100.0
6K5,SISTERS EAGLE,1,1,0,100.0,20.654329147389294,100.0
6L4,LOGAN COUNTY ARPT,1,1,0,100.0,20.654329147389294,100.0
6M2,HORSEHOE BEND ARPT,1,1,0,100.0,20.654329147389294,100.0
6OI8,CLEVELAND CLINIC FOUNDATION HELIPORT,1,0,1,0.0,0.0,79.34567085261071
6R1,WELSH AIRPORT,1,0,1,0.0,0.0,79.34567085261071
6S8,LAUREL MUNICIPAL,1,1,0,100.0,20.654329147389294,100.0
KUIZ,BERZ-MACOMB ARPT,1,1,0,100.0,20.654329147389294,100.0
66Y,DIAMONDHEAD AIRPORT,1,1,0,100.0,20.654329147389294,100.0
67S,PRIEST LAKE USFS,1,1,0,100.0,20.654329147389294,100.0
6A1,BUTLER MUNCIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
6A2,GRIFFIN-SPALDING CO,1,0,1,0.0,0.0,79.34567085261071
6B9,SKANEATELES AERO DROME,1,0,1,0.0,0.0,79.34567085261071
6D9,IOSCO COUNTY,1,1,0,100.0,20.654329147389294,100.0
6FL0,SEMINOLE LAKE GLIDERPORT,1,1,0,100.0,20.654329147389294,100.0
KBST,BELFAST MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KBTP,BUTLER COUNTY ARPT/K W SCHOLTER FIELD,1,0,1,0.0,0.0,79.34567085261071
KBUB,CRAM FIELD ARPT,1,1,0,100.0,20.654329147389294,100.0
KBUU,BURLINGTON MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
5W5,TRIPLE W ARPT,1,1,0,100.0,20.654329147389294,100.0
60F,SEYMOUR MUNICIPAL,1,1,0,100.0,20.654329147389294,100.0
60J,ODELL-WILLIAMSON MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
60R,NAVASOTA MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KMQB,MACOMB MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KBMQ,BURNET MUNI ARPT-KATE CRADDOCK FIELD,1,1,0,100.0,20.654329147389294,100.0
KBMT,BEAUMONT MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KBNG,BANNING MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KBNO,BURNS MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KBPK,BAXTER COUNTY AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KBQR,BUFFALO-LANCASTER REGIONAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KBRG,BELEN REGIONAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
5TX0,HIDDEN VALLEY AIRPARK,1,1,0,100.0,20.654329147389294,100.0
KCAO,CLAYTON MUNI AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KCCB,CABLE AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KMKO,MUSKOGEE-DAVIS REGIONAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KMLF,MILFORD MUNICIPAL AIRPORT/BEN AND JUDY BRISCOE FIELD,1,0,1,0.0,0.0,79.34567085261071
KMMI,MCMINN COUNTY ARPT,1,0,1,0.0,0.0,79.34567085261071
KMNN,MARION MUNICIPAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KMPZ,MOUNT PLEASANT MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
5A1,NORWALK-HURON COUNTY,1,1,0,100.0,20.654329147389294,100.0
5G0,LE ROY ARPT,1,0,1,0.0,0.0,79.34567085261071
5G8,GREENSBURG JEANETTE REGIONAL ARPT,1,1,0,100.0,20.654329147389294,100.0
5KY3,WEST KENTUCKY AIRPARK,1,0,1,0.0,0.0,79.34567085261071
5LA4,SHELL MORGAN CITY HELIPORT,1,1,0,100.0,20.654329147389294,100.0
5R8,DE QUINCY INDUSTRIAL AIRPARK,1,0,1,0.0,0.0,79.34567085261071
5T9,MAVERICK COUNTY MEMORIAL INTERNATIONAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
5TS9,BIG DUKES PLACE,1,1,0,100.0,20.654329147389294,100.0
KBVX,BATESVILLE REGIONAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KBXA,GEORGE R CARR MEMORIAL,1,1,0,100.0,20.654329147389294,100.0
KBYH,ARKANSAS INTERNATIONAL ARPT,1,1,0,100.0,20.654329147389294,100.0
KBYY,BAY CITY REGIONAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KCAD,WEXFORD COUNTY ARPT,1,1,0,100.0,20.654329147389294,100.0
KCAG,CRAIG-MOFFAT AIRPORT,1,1,0,100.0,20.654329147389294,100.0
L18,FALLBROOK COMMUNITY AIRPARK,1,0,1,0.0,0.0,79.34567085261071
L26,HESPERIA ARPT,1,0,1,0.0,0.0,79.34567085261071
KCPM,COMPTON/WOODLEY ARPT,1,0,1,0.0,0.0,79.34567085261071
KCDK,GEORGE T LEWIS ARPT,1,1,0,100.0,20.654329147389294,100.0
KCEK,CRETE MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KMGC,MICHIGAN CITY MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KMGN,HARBOR SPRINGS ARPT,1,1,0,100.0,20.654329147389294,100.0
KMGR,MOULTRIE MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KMHL,MARSHALL MEMORIAL MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KMKN,COMANCHE COUNTY-CITY ARPT,1,1,0,100.0,20.654329147389294,100.0
KWDG,ENID WOODRING REGIONAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KWLD,STROTHER FIELD ARPT,1,0,1,0.0,0.0,79.34567085261071
KWMC,WINNEMUCCA MUNICIPAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KWWR,WEST WOODWARD ARPT,1,0,1,0.0,0.0,79.34567085261071
KXSA,TAPPAHANNOCK-ESSEX COUNTY,1,1,0,100.0,20.654329147389294,100.0
KXVG,LONGVILLE MUNICIPAL ARPT,1,0,1,0.0,0.0,79.34567085261071
KY8,HANCOCK COUNTY AIRPORT-RON LEWIS FIELD,1,0,1,0.0,0.0,79.34567085261071
KCON,CONCORD MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
61C,FORT ATKINSON MUNICIPAL AIRPORT,1,1,0,100.0,20.654329147389294,100.0
61FL,TAMPA GENERAL HOSPITAL HELIPORT,1,0,1,0.0,0.0,79.34567085261071
61S,COTTAGE GROVE STATE ARPT,1,1,0,100.0,20.654329147389294,100.0
64OG,ANTONE RANCH ARPT,1,1,0,100.0,20.654329147389294,100.0
66TE,THE LANDINGS AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KVOK,VOLK FIELD ARPT,1,0,1,0.0,0.0,79.34567085261071
KVTI,VINTON VETERANS MEMORIAL AIRPARK,1,1,0,100.0,20.654329147389294,100.0
KWAY,GREEN COUNTY,1,0,1,0.0,0.0,79.34567085261071
KCWS,DENNIS F CANTRELL FIELD ARPT,1,1,0,100.0,20.654329147389294,100.0
KCWV,CLAXTON-EVANS COUNTY ARPT,1,0,1,0.0,0.0,79.34567085261071
KCXW,CANTRELL FIELD ARPT,1,0,1,0.0,0.0,79.34567085261071
KLZD,DANIELSON ARPT,1,0,1,0.0,0.0,79.34567085261071
KMAN,NAMPA MUNCIPAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KMCZ,MARTIN COUNTY AIRPORT,1,1,0,100.0,20.654329147389294,100.0
KCKV,OUTLAW FIELD ARPT,1,1,0,100.0,20.654329147389294,100.0
KCKZ,PENNRIDGE ARPT,1,0,1,0.0,0.0,79.34567085261071
LKTB,BRNO-TURANY AIRPORT,1,0,1,0.0,0.0,79.34567085261071
LL10,NAPER AERO CLUB ARPT,1,0,1,0.0,0.0,79.34567085261071
KDFI,DEFIANCE MEMORIAL AIRPORT,1,0,1,0.0,0.0,79.34567085261071
KDGW,CONVERSE COUNTY ARPT,1,1,0,100.0,20.654329147389294,100.0
KCPT,CLEBURNE REGIONAL ARPT,1,1,0,100.0,20.654329147389294,100.0
